Delivery_ID,Order_Date,Ship_Date,Ship_Mode,Destination_ID
5919,2016-04-13,2016-04-14,First Class,45
5921,2018-02-11,2018-06-11,Standard Class,98
5922,2018-01-04,2018-07-04,Standard Class,76
5926,2018-12-07,2018-07-18,Standard Class,1278
5928,2017-06-17,2017-06-22,Standard Class,295
5929,2018-01-28,2018-01-02,Standard Class,968
5930,2018-04-03,2018-09-03,Standard Class,40
5934,2017-12-04,2017-04-17,Standard Class,1229
5936,2017-06-20,2017-06-26,Standard Class,1218
5940,2018-09-09,2018-09-13,Standard Class,581
5948,2018-01-10,2018-07-10,Standard Class,1212
5949,2018-12-29,2019-04-01,Standard Class,3358
5952,2017-04-12,2017-09-12,Standard Class,54
5954,2017-05-05,2017-09-05,Standard Class,664
5955,2015-03-08,2015-08-08,Standard Class,6
5957,2016-06-04,2016-10-04,Standard Class,371
5958,2018-09-12,2018-12-16,Standard Class,1376
5964,2015-11-26,2015-01-12,Standard Class,54
5966,2018-06-10,2018-11-10,Standard Class,60
5967,2017-01-15,2017-01-17,First Class,60
5969,2018-09-15,2018-09-20,Standard Class,5969
5972,2018-01-11,2018-04-11,Second Class,89
5974,2016-03-26,2016-03-31,Standard Class,234
5979,2016-09-27,2016-02-10,Standard Class,136
5980,2018-03-20,2018-03-24,Standard Class,1081
5984,2018-12-21,2018-12-28,Standard Class,621
5986,2015-06-30,2015-06-30,Same Day,2108
5988,2017-11-01,2017-01-13,Second Class,173
5989,2015-11-26,2015-02-12,Standard Class,1012
5992,2018-05-27,2018-05-29,Second Class,274
6000,2018-02-13,2018-02-17,Standard Class,60
6004,2017-11-09,2017-09-13,Second Class,177
6006,2018-11-21,2018-11-24,First Class,177
6008,2015-01-30,2015-04-02,Standard Class,16
6009,2018-03-11,2018-05-11,Second Class,230
6010,2015-03-14,2015-03-17,First Class,0
6011,2017-03-28,2017-03-31,Second Class,166
6012,2015-12-27,2016-03-01,Standard Class,1803
6013,2018-06-16,2018-06-21,Standard Class,2571
6015,2017-09-05,2017-05-14,Standard Class,178
6020,2017-11-13,2017-11-17,Standard Class,177
6021,2017-12-29,2017-12-30,First Class,309
6022,2015-03-08,2015-05-08,Second Class,581
6038,2018-03-03,2018-07-03,Standard Class,123
6040,2016-12-25,2016-12-30,Second Class,112
6042,2016-07-11,2016-11-13,Standard Class,18
6043,2018-06-10,2018-11-10,Standard Class,391
6045,2017-04-09,2017-09-09,Standard Class,15
6051,2016-09-18,2016-09-22,Second Class,469
6052,2015-09-28,2015-03-10,Standard Class,79
6053,2015-12-13,2015-12-15,Second Class,26
6054,2018-08-28,2018-01-09,Standard Class,116
6056,2017-07-17,2017-07-22,Standard Class,43
6059,2015-05-25,2015-05-29,Standard Class,6
6063,2017-07-14,2017-07-18,Second Class,2344
6066,2018-12-26,2019-01-01,Standard Class,3942
6070,2017-05-23,2017-05-27,Standard Class,275
6073,2016-04-29,2016-04-05,Second Class,20
6075,2015-12-07,2015-07-15,Second Class,158
6076,2016-12-25,2016-12-29,Standard Class,26
6077,2018-03-13,2018-03-18,Second Class,2660
6079,2018-04-21,2018-04-23,First Class,56
6080,2018-05-28,2018-02-06,Standard Class,199
6081,2018-06-20,2018-06-27,Standard Class,576
6082,2018-04-11,2018-11-11,Standard Class,725
6083,2017-04-18,2017-04-23,Standard Class,327
6085,2016-03-19,2016-03-24,Standard Class,6085
6092,2015-11-19,2015-11-22,Second Class,202
6096,2018-06-02,2018-02-13,Standard Class,54
6097,2015-02-04,2015-06-04,Second Class,163
6102,2015-11-21,2015-11-26,Standard Class,28
6106,2015-05-30,2015-05-06,Standard Class,576
6107,2015-09-09,2015-09-14,Second Class,0
6109,2015-08-17,2015-08-23,Standard Class,163
6112,2018-08-20,2018-08-27,Standard Class,178
6113,2018-12-06,2018-06-14,Second Class,1380
6115,2018-01-22,2018-01-27,Standard Class,3878
6120,2015-09-08,2015-08-14,Standard Class,159
6122,2018-10-20,2018-10-25,Standard Class,956
6125,2015-04-06,2015-09-06,Standard Class,68
6126,2018-07-09,2018-09-13,Standard Class,158
6135,2018-05-15,2018-05-20,Standard Class,0
6136,2017-02-19,2017-02-22,Second Class,54
6138,2018-12-17,2018-12-22,Standard Class,229
6139,2018-09-10,2018-11-10,First Class,166
6142,2015-11-22,2015-11-25,First Class,207
6148,2017-06-16,2017-06-18,Second Class,22
6149,2017-04-04,2017-05-04,First Class,448
6150,2016-09-18,2016-09-24,Standard Class,574
6153,2018-08-25,2018-08-29,Standard Class,960
6154,2016-11-13,2016-11-17,Standard Class,371
6156,2017-11-21,2017-11-26,Standard Class,158
6161,2018-04-09,2018-05-09,First Class,102
6162,2018-02-11,2018-07-11,Standard Class,3798
6163,2018-09-28,2018-02-10,Standard Class,14
6164,2015-02-22,2015-02-24,First Class,909
6174,2015-09-12,2015-11-12,First Class,71
6176,2015-01-23,2015-01-28,Standard Class,94
6179,2017-05-09,2017-11-09,Standard Class,76
6182,2018-04-15,2018-04-21,Standard Class,40
6188,2018-02-17,2018-02-23,Standard Class,31
6190,2016-03-30,2016-04-04,Standard Class,158
6193,2018-04-12,2018-06-12,First Class,166
6195,2016-01-06,2016-08-06,Standard Class,22
6198,2015-08-22,2015-08-25,First Class,1488
6199,2018-09-23,2018-09-25,First Class,1298
6200,2018-12-11,2018-11-15,Second Class,166
6204,2016-06-13,2016-06-17,Standard Class,308
6205,2017-08-22,2017-08-26,Standard Class,98
6209,2018-03-07,2018-06-07,Second Class,40
6211,2018-07-08,2018-12-08,Standard Class,23
6212,2018-08-04,2018-12-04,Standard Class,28
6215,2015-04-23,2015-04-26,Second Class,54
6216,2017-10-21,2017-10-27,Standard Class,2381
6221,2018-07-21,2018-07-25,Standard Class,2267
6227,2015-08-23,2015-08-28,Second Class,3358
6228,2018-12-10,2018-10-16,Standard Class,123
6229,2015-09-08,2015-08-16,Standard Class,1106
6231,2016-03-01,2016-08-01,Standard Class,6231
6233,2018-10-28,2018-01-11,Second Class,163
6236,2015-12-24,2015-12-26,First Class,29
6239,2016-03-19,2016-03-26,Standard Class,49
6240,2017-07-16,2017-07-22,Standard Class,395
6241,2016-03-26,2016-03-30,Second Class,50
6243,2016-05-31,2016-02-06,First Class,23
6244,2016-07-05,2016-12-05,Standard Class,6244
6245,2015-06-15,2015-06-15,Same Day,284
6249,2017-03-15,2017-03-19,Standard Class,226
6253,2017-04-28,2017-02-05,Standard Class,37
6254,2018-03-07,2018-09-07,Standard Class,1580
6255,2016-04-12,2016-09-12,Standard Class,43
6265,2017-12-06,2017-06-14,Second Class,116
6269,2017-10-14,2017-10-18,Standard Class,60
6270,2018-03-16,2018-03-18,Second Class,98
6271,2015-03-12,2015-06-12,Second Class,2272
6272,2017-12-27,2018-02-01,Standard Class,161
6277,2017-12-17,2017-12-21,Standard Class,620
6280,2018-11-18,2018-11-23,Standard Class,6280
6284,2017-03-24,2017-03-26,First Class,730
6286,2018-09-17,2018-09-17,Same Day,46
6288,2017-12-25,2017-12-28,First Class,26
6291,2018-10-12,2018-12-12,Second Class,1455
6293,2015-06-01,2015-08-01,Second Class,26
6295,2018-09-23,2018-09-25,Second Class,6295
6296,2018-05-29,2018-04-06,Standard Class,192
6299,2016-12-12,2016-12-15,Second Class,94
6303,2016-03-14,2016-03-19,Standard Class,1053
6312,2015-11-03,2015-03-14,Second Class,55
6314,2018-11-24,2018-11-24,Same Day,54
6317,2017-12-06,2017-06-17,Standard Class,158
6322,2017-03-11,2017-09-11,Standard Class,57
6323,2016-05-25,2016-05-28,First Class,4848
6324,2015-07-25,2015-07-27,Second Class,22
6327,2015-04-04,2015-08-04,Standard Class,3
6329,2017-09-16,2017-09-22,Standard Class,170
6330,2015-02-12,2015-09-12,Standard Class,148
6331,2018-02-09,2018-06-09,Standard Class,50
6336,2017-09-19,2017-09-23,Standard Class,1455
6341,2018-09-15,2018-09-19,Standard Class,56
6345,2016-09-10,2016-10-13,Second Class,55
6346,2015-09-07,2015-07-15,Standard Class,57
6348,2015-11-22,2015-11-26,Standard Class,178
6351,2017-09-22,2017-09-28,Standard Class,2323
6352,2017-08-28,2017-02-09,Standard Class,6352
6355,2017-07-11,2017-12-11,Standard Class,532
6357,2017-03-09,2017-08-09,Standard Class,1381
6358,2018-10-29,2018-10-31,Second Class,1610
6368,2018-04-15,2018-04-17,Second Class,26
6370,2017-01-02,2017-07-02,Standard Class,178
6371,2018-06-05,2018-10-05,Standard Class,382
6372,2015-10-03,2015-03-14,Standard Class,5758
6375,2017-02-12,2017-08-12,Standard Class,2
6378,2015-11-14,2015-11-20,Standard Class,601
6379,2016-07-04,2016-10-04,First Class,6
6380,2018-11-09,2018-09-13,Second Class,801
6381,2015-05-24,2015-05-30,Standard Class,127
6386,2017-08-26,2017-08-28,First Class,234
6388,2018-04-15,2018-04-20,Standard Class,555
6394,2018-09-18,2018-09-22,Standard Class,1306
6397,2018-06-10,2018-12-10,Standard Class,6
6399,2018-11-25,2018-11-29,Second Class,170
6403,2016-04-20,2016-04-25,Standard Class,18
6404,2016-09-27,2016-09-29,Second Class,28
6407,2017-04-23,2017-04-26,First Class,746
6410,2017-12-30,2018-04-01,Standard Class,3302
6412,2018-10-02,2018-02-13,First Class,260
6415,2018-12-11,2018-11-16,Standard Class,2523
6425,2018-10-17,2018-10-19,Second Class,5860
6426,2017-12-15,2017-12-19,Standard Class,1246
6427,2018-11-17,2018-11-21,Standard Class,960
6435,2016-11-22,2016-11-26,Standard Class,1580
6441,2016-08-09,2016-11-09,First Class,909
6445,2017-08-27,2017-01-09,Standard Class,21
6446,2016-03-29,2016-04-04,Standard Class,55
6448,2017-08-12,2017-12-12,Second Class,68
6451,2018-09-10,2018-10-10,First Class,2108
6456,2018-06-24,2018-06-29,Standard Class,919
6457,2017-04-23,2017-04-28,Standard Class,960
6459,2018-09-22,2018-09-28,Standard Class,2660
6465,2015-07-27,2015-02-08,Standard Class,6
6468,2018-05-08,2018-08-08,First Class,230
6469,2017-03-09,2017-05-09,First Class,1081
6475,2018-03-23,2018-03-29,Standard Class,55
6476,2018-09-14,2018-09-19,Standard Class,55
6478,2018-12-11,2018-11-18,Standard Class,515
6480,2017-11-05,2017-12-05,First Class,22
6481,2017-08-05,2017-10-05,First Class,49
6482,2016-02-16,2016-02-20,Standard Class,855
6483,2016-06-02,2016-08-02,First Class,1117
6484,2017-01-31,2017-04-02,Standard Class,22
6493,2018-05-06,2018-09-06,Standard Class,209
6494,2017-10-11,2017-12-11,First Class,62
6495,2018-04-06,2018-08-06,Standard Class,275
6496,2018-02-23,2018-01-03,Standard Class,5
6498,2016-06-29,2016-04-07,Standard Class,76
6502,2015-05-26,2015-05-29,First Class,2680
6512,2018-05-05,2018-05-05,Same Day,6
6521,2017-08-05,2017-08-05,Same Day,186
6522,2017-12-24,2017-12-25,First Class,12
6523,2017-10-31,2017-04-11,Second Class,908
6524,2015-08-27,2015-08-30,Second Class,448
6526,2018-12-16,2018-12-21,Second Class,178
6527,2018-03-23,2018-03-25,First Class,46
6530,2015-08-29,2015-08-29,Same Day,28
6534,2016-12-11,2016-11-14,First Class,166
6537,2015-11-18,2015-11-21,Second Class,134
6541,2018-03-11,2018-08-11,Standard Class,54
6544,2017-04-16,2017-04-22,Standard Class,748
6549,2017-09-28,2017-01-10,First Class,2850
6551,2018-05-12,2018-07-12,Second Class,295
6556,2015-09-23,2015-09-28,Standard Class,1477
6562,2017-10-24,2017-10-28,Standard Class,40
6567,2016-11-04,2016-04-14,Second Class,49
6568,2018-08-07,2018-12-07,Standard Class,12
6570,2018-11-27,2018-03-12,Standard Class,54
6572,2018-05-19,2018-05-19,Same Day,207
6575,2017-06-18,2017-06-21,First Class,2118
6583,2018-05-11,2018-09-11,Standard Class,1
6589,2015-05-23,2015-05-27,Standard Class,1552
6594,2018-05-14,2018-05-19,Standard Class,12
6595,2016-12-27,2016-12-30,First Class,147
6605,2017-08-08,2017-08-14,Standard Class,167
6606,2018-10-09,2018-09-13,First Class,919
6608,2018-10-08,2018-08-15,Second Class,730
6609,2018-06-11,2018-10-11,Standard Class,76
6610,2016-12-26,2016-12-30,Second Class,60
6613,2016-06-25,2016-01-07,Standard Class,177
6626,2015-02-20,2015-02-24,Standard Class,26
6629,2018-09-23,2018-09-26,First Class,1868
6630,2018-08-21,2018-08-21,Same Day,378
6631,2016-11-28,2016-02-12,Standard Class,515
6633,2018-11-13,2018-11-16,Second Class,274
6634,2018-03-09,2018-07-09,Standard Class,116
6636,2016-08-31,2016-05-09,Standard Class,49
6637,2017-07-06,2017-10-06,First Class,6
6640,2016-12-18,2016-12-18,Same Day,186
6641,2015-07-04,2015-07-04,Same Day,743
6645,2018-11-08,2018-08-16,Standard Class,60
6647,2017-07-02,2017-09-02,First Class,746
6648,2018-02-16,2018-02-20,Standard Class,6
6649,2016-08-05,2016-10-05,First Class,60
6650,2015-09-13,2015-09-16,First Class,177
6652,2016-10-19,2016-10-20,First Class,1048
6654,2015-11-17,2015-11-22,Second Class,55
6658,2017-05-05,2017-07-05,First Class,344
6660,2015-07-12,2015-12-13,Standard Class,1235
6662,2015-06-12,2015-11-12,Standard Class,274
6664,2015-03-17,2015-03-20,Second Class,202
6665,2018-07-23,2018-07-27,Standard Class,116
6667,2017-09-15,2017-09-19,Standard Class,50
6671,2018-12-11,2018-11-17,Standard Class,664
6673,2018-11-09,2018-09-15,Standard Class,42
6674,2017-06-06,2017-09-06,Second Class,633
6675,2016-03-12,2016-05-12,Second Class,1048
6680,2018-09-16,2018-09-18,Second Class,177
6681,2017-12-26,2017-12-30,Standard Class,98
6683,2018-12-11,2018-11-17,Standard Class,68
6684,2018-07-13,2018-07-17,Standard Class,3282
6685,2017-12-20,2017-12-23,Second Class,1212
6687,2018-03-11,2018-06-11,Second Class,2108
6694,2018-11-25,2018-11-29,Second Class,207
6696,2016-05-18,2016-05-22,Standard Class,49
6697,2018-01-08,2018-07-08,Standard Class,515
6698,2018-03-12,2018-06-12,First Class,41
6700,2018-07-31,2018-05-08,Standard Class,202
6704,2017-12-09,2017-09-18,Standard Class,3542
6705,2016-01-26,2016-01-02,Standard Class,909
6708,2016-02-07,2016-03-07,First Class,55
6713,2015-08-10,2015-10-13,Second Class,76
6714,2018-06-11,2018-10-11,Standard Class,230
6715,2015-09-12,2015-12-16,Standard Class,2
6716,2017-11-21,2017-11-25,Second Class,1335
6719,2016-08-03,2016-03-13,Standard Class,129
6724,2018-08-05,2018-11-05,Second Class,2061
6725,2016-11-20,2016-11-26,Standard Class,76
6726,2016-06-12,2016-11-12,Standard Class,863
6728,2016-08-31,2016-05-09,Standard Class,3263
6731,2018-06-19,2018-06-23,Standard Class,6
6733,2017-01-30,2017-04-02,Standard Class,116
6734,2018-02-12,2018-05-12,First Class,2
6736,2016-12-05,2016-05-16,Standard Class,2
6739,2017-03-04,2017-03-04,Same Day,123
6741,2018-12-10,2018-12-10,Same Day,13
6742,2015-08-23,2015-08-23,Same Day,60
6743,2017-01-31,2017-02-02,Second Class,21
6746,2017-12-03,2017-03-17,Standard Class,1692
6748,2018-06-29,2018-04-07,Standard Class,1211
6749,2017-01-22,2017-01-27,Standard Class,98
6750,2016-07-12,2016-07-12,Same Day,2381
6751,2017-05-05,2017-08-05,First Class,110
6752,2017-10-05,2017-05-16,Standard Class,98
6756,2016-09-11,2016-09-11,Same Day,202
6759,2017-09-26,2017-01-10,Second Class,6759
6760,2017-12-03,2017-03-16,Standard Class,178
6764,2018-10-27,2018-01-11,Standard Class,45
6765,2017-01-12,2017-04-12,Second Class,570
6767,2017-05-18,2017-05-24,Standard Class,28
6769,2016-06-26,2016-06-30,Standard Class,1477
6771,2016-11-14,2016-11-19,Standard Class,6
6775,2016-12-20,2016-12-24,Standard Class,6775
6776,2015-05-04,2015-07-04,First Class,6
6777,2018-11-28,2018-01-12,First Class,37
6779,2018-03-21,2018-03-25,Standard Class,912
6781,2018-12-09,2018-09-17,Second Class,178
6783,2015-09-10,2015-10-15,Standard Class,371
6787,2018-09-18,2018-09-23,Second Class,6787
6791,2018-09-21,2018-09-25,Standard Class,54
6792,2017-02-13,2017-02-18,Standard Class,22
6793,2015-09-30,2015-04-10,Standard Class,76
6794,2018-11-16,2018-11-16,Same Day,60
6796,2016-09-17,2016-09-19,Second Class,178
6797,2017-06-12,2017-07-12,First Class,6797
6805,2018-10-04,2018-10-04,Same Day,515
6806,2016-10-10,2016-11-10,First Class,54
6808,2016-09-12,2016-12-12,First Class,229
6809,2017-03-30,2017-01-04,First Class,1199
6810,2016-06-08,2016-08-08,First Class,40
6816,2018-03-25,2018-03-30,Second Class,123
6818,2018-12-28,2019-01-01,Standard Class,2660
6823,2017-07-04,2017-09-04,First Class,135
6824,2016-08-07,2016-08-07,Same Day,56
6833,2018-12-26,2019-01-01,Standard Class,777
6834,2017-11-26,2017-11-28,First Class,6834
6835,2018-11-23,2018-11-27,Standard Class,116
6837,2017-04-15,2017-04-17,Second Class,1
6839,2017-05-24,2017-05-24,Same Day,2060
6842,2017-08-27,2017-08-29,Second Class,40
6847,2018-09-16,2018-09-21,Standard Class,177
6851,2016-03-19,2016-03-20,First Class,46
6852,2018-03-13,2018-03-19,Standard Class,534
6859,2018-06-08,2018-11-08,Standard Class,4946
6860,2016-01-30,2016-04-02,Standard Class,56
6861,2017-10-03,2017-11-03,First Class,5
6862,2018-02-10,2018-06-10,Standard Class,76
6863,2017-12-12,2017-12-18,Standard Class,42
6866,2018-11-11,2018-11-18,Standard Class,173
6869,2018-04-30,2018-06-05,Standard Class,68
6870,2017-11-21,2017-11-26,Standard Class,26
6878,2015-10-19,2015-10-19,Same Day,166
6881,2016-06-12,2016-11-12,Second Class,2427
6885,2016-09-19,2016-09-22,Second Class,5
6886,2017-11-09,2017-09-17,Standard Class,112
6892,2015-11-14,2015-11-15,First Class,458
6899,2015-09-20,2015-09-24,Standard Class,295
6904,2016-10-23,2016-10-26,First Class,40
6910,2017-06-09,2017-12-09,Standard Class,57
6913,2018-09-14,2018-09-17,Second Class,737
6916,2017-11-25,2017-11-30,Standard Class,14
6917,2018-01-15,2018-01-19,Standard Class,1580
6920,2018-02-06,2018-03-06,Same Day,371
6921,2018-05-19,2018-05-23,Standard Class,461
6926,2018-03-01,2018-08-01,Standard Class,2203
6927,2017-09-26,2017-09-30,Standard Class,54
6930,2018-09-19,2018-09-24,Standard Class,76
6931,2017-05-30,2017-03-06,Standard Class,26
6934,2015-09-30,2015-05-10,Standard Class,656
6936,2018-08-27,2018-01-09,Standard Class,1388
6942,2018-10-09,2018-10-09,Same Day,55
6944,2018-05-30,2018-04-06,Standard Class,49
6948,2016-12-20,2016-12-25,Second Class,178
6949,2015-03-24,2015-03-28,Standard Class,55
6950,2016-12-16,2016-12-19,First Class,98
6952,2017-08-07,2017-08-07,Same Day,14
6953,2018-09-12,2018-12-14,Standard Class,116
6959,2017-05-16,2017-05-21,Second Class,178
6960,2017-05-09,2017-10-09,Second Class,0
6967,2017-02-20,2017-02-27,Standard Class,748
6974,2018-03-05,2018-08-05,Second Class,49
6983,2018-08-12,2018-10-12,Second Class,470
6984,2016-08-27,2016-08-31,Standard Class,6984
6986,2016-08-15,2016-08-19,Standard Class,22
6987,2015-11-24,2015-11-28,Standard Class,158
6988,2018-08-18,2018-08-22,Standard Class,98
6990,2016-12-27,2016-12-31,Standard Class,2
6997,2017-05-12,2017-07-12,Second Class,1445
7010,2015-05-13,2015-05-15,Second Class,1615
7011,2016-12-20,2016-12-24,Standard Class,515
7012,2015-12-07,2015-07-16,Standard Class,178
7023,2018-11-17,2018-11-22,Second Class,76
7028,2015-02-18,2015-02-24,Standard Class,620
7032,2018-08-20,2018-08-20,Same Day,108
7035,2016-04-13,2016-04-18,Standard Class,581
7036,2018-08-26,2018-08-27,First Class,16
7039,2018-10-21,2018-10-28,Standard Class,177
7040,2017-10-11,2017-11-13,First Class,28
7042,2017-06-17,2017-06-20,Second Class,55
7043,2018-04-09,2018-10-09,Standard Class,166
7051,2018-10-26,2018-10-31,Standard Class,57
7052,2015-08-08,2015-11-08,Second Class,7052
7054,2018-04-12,2018-09-12,Standard Class,158
7055,2016-04-18,2016-04-20,First Class,7055
7056,2015-07-12,2015-12-13,Standard Class,12
7057,2017-05-26,2017-05-29,Second Class,5598
7059,2015-05-07,2015-05-07,Same Day,18
7062,2017-06-29,2017-03-07,Second Class,1582
7066,2018-09-29,2018-03-10,Standard Class,798
7068,2015-12-26,2016-01-01,Standard Class,60
7071,2015-05-09,2015-10-09,Standard Class,3205
7072,2015-03-23,2015-03-26,Second Class,178
7075,2018-12-24,2018-12-27,First Class,21
7079,2018-11-30,2018-04-12,Standard Class,226
7082,2017-09-19,2017-09-22,First Class,8
7086,2018-01-26,2018-01-27,First Class,56
7087,2017-08-12,2017-11-12,Second Class,28
7089,2018-09-17,2018-09-23,Standard Class,1597
7090,2018-06-11,2018-12-11,Standard Class,21
7093,2017-06-26,2017-03-07,Standard Class,8
7096,2017-10-20,2017-10-26,Standard Class,1240
7098,2016-03-27,2016-03-04,Standard Class,46
7109,2015-06-10,2015-10-13,Standard Class,20
7111,2017-03-28,2017-03-31,First Class,136
7113,2018-07-09,2018-12-09,Standard Class,153
7115,2016-05-11,2016-05-11,Same Day,54
7119,2018-06-03,2018-10-03,Second Class,54
7121,2015-09-22,2015-09-28,Standard Class,23
7124,2017-08-10,2017-10-13,Standard Class,960
7131,2017-11-25,2017-11-30,Standard Class,2267
7135,2017-02-06,2017-05-06,First Class,20
7138,2018-12-28,2019-03-01,Standard Class,748
7140,2018-12-03,2018-03-17,Standard Class,2
7146,2015-07-14,2015-07-21,Standard Class,199
7150,2015-08-12,2015-12-13,Standard Class,40
7151,2018-08-20,2018-08-25,Standard Class,54
7163,2015-11-04,2015-04-18,Standard Class,3878
7164,2016-10-22,2016-10-26,Second Class,908
7165,2017-11-27,2017-01-12,Standard Class,199
7168,2015-11-19,2015-11-24,Standard Class,7168
7172,2015-11-18,2015-11-20,Second Class,471
7174,2017-03-09,2017-10-09,Standard Class,7174
7183,2016-12-10,2016-10-17,Standard Class,12
7185,2016-11-12,2016-11-12,Same Day,40
7186,2016-07-30,2016-03-08,Second Class,40
7187,2016-02-10,2016-07-10,Second Class,22
7190,2016-10-02,2016-02-14,Second Class,177
7191,2018-09-15,2018-09-21,Standard Class,1566
7197,2015-08-19,2015-08-23,Standard Class,42
7201,2015-05-04,2015-07-04,First Class,259
7202,2018-03-29,2018-02-04,Second Class,912
7203,2018-08-09,2018-09-13,Second Class,55
7204,2018-12-17,2018-12-21,Standard Class,147
7205,2015-09-13,2015-09-17,Standard Class,608
7208,2015-06-22,2015-06-24,First Class,471
7209,2018-12-24,2018-12-31,Standard Class,98
7210,2018-11-25,2018-11-27,Second Class,1441
7211,2015-01-11,2015-05-11,Standard Class,153
7217,2018-05-08,2018-08-08,First Class,56
7228,2015-07-10,2015-12-10,Standard Class,57
7233,2017-10-03,2017-03-14,Second Class,581
7236,2016-03-17,2016-03-22,Second Class,60
7237,2017-03-26,2017-03-27,First Class,371
7241,2016-09-10,2016-10-13,Standard Class,448
7243,2015-09-28,2015-03-10,Standard Class,773
7245,2015-09-19,2015-09-23,Standard Class,46
7246,2018-08-09,2018-09-09,First Class,47
7248,2017-10-07,2017-07-16,Standard Class,45
7251,2016-03-09,2016-09-09,Standard Class,2
7254,2018-11-04,2018-04-15,Standard Class,746
7257,2018-12-13,2018-12-13,Same Day,12
7258,2017-11-25,2017-11-30,Standard Class,2602
7260,2017-10-28,2017-01-11,Standard Class,166
7261,2015-12-11,2015-12-11,Same Day,329
7262,2016-05-10,2016-08-10,Second Class,7
7263,2017-12-17,2017-12-22,Standard Class,46
7266,2016-05-28,2016-03-06,Standard Class,88
7267,2015-04-03,2015-04-03,Same Day,249
7268,2018-04-24,2018-04-30,Standard Class,14
7272,2018-09-02,2018-02-13,Standard Class,166
7275,2018-06-11,2018-11-13,Standard Class,1180
7277,2018-09-29,2018-04-10,Standard Class,274
7279,2018-06-17,2018-06-20,First Class,7279
7280,2018-04-17,2018-04-22,Standard Class,0
7288,2017-11-12,2017-11-12,Same Day,6280
7290,2018-09-25,2018-09-29,Standard Class,576
7304,2017-04-09,2017-09-09,Standard Class,4390
7309,2018-09-06,2018-10-06,First Class,57
7312,2015-06-12,2015-08-12,First Class,5
7317,2017-05-05,2017-09-05,Standard Class,49
7318,2016-12-06,2016-06-17,Standard Class,154
7319,2016-09-11,2016-11-14,Standard Class,6
7322,2016-09-04,2016-04-14,Standard Class,55
7325,2018-01-30,2018-01-30,Same Day,54
7328,2015-03-30,2015-05-04,Standard Class,2901
7329,2018-08-31,2018-05-09,Standard Class,54
7331,2017-03-26,2017-03-30,Standard Class,76
7334,2018-05-09,2018-11-09,Standard Class,162
7342,2016-03-09,2016-08-09,Second Class,60
7344,2018-12-17,2018-12-21,Standard Class,644
7347,2016-10-11,2016-11-14,Standard Class,50
7349,2017-04-14,2017-04-19,Second Class,1084
7350,2017-10-11,2017-12-11,Second Class,1301
7351,2016-05-07,2016-10-07,Standard Class,50
7358,2015-07-02,2015-10-02,Second Class,55
7363,2017-08-31,2017-06-09,Standard Class,188
7366,2016-04-10,2016-07-10,First Class,54
7367,2017-06-09,2017-08-09,First Class,56
7369,2018-09-22,2018-09-26,Standard Class,1048
7372,2015-10-20,2015-10-25,Second Class,1274
7373,2015-09-24,2015-09-29,Standard Class,54
7375,2017-07-29,2017-02-08,Standard Class,50
7378,2018-06-29,2018-03-07,Second Class,644
7384,2016-12-18,2016-12-23,Standard Class,173
7387,2018-09-09,2018-09-15,Standard Class,1582
7388,2016-09-14,2016-09-17,Second Class,1291
7389,2018-03-23,2018-03-27,Standard Class,17
7391,2018-11-30,2018-04-12,Standard Class,76
7395,2018-07-10,2018-12-10,Standard Class,16
7397,2018-08-10,2018-11-10,First Class,470
7401,2016-08-28,2016-02-09,Standard Class,233
7404,2017-03-12,2017-09-12,Standard Class,26
7405,2018-02-16,2018-02-21,Standard Class,233
7408,2015-06-10,2015-09-10,First Class,2265
7409,2017-11-12,2017-12-13,Second Class,85
7411,2018-11-16,2018-11-22,Standard Class,1
7417,2016-03-22,2016-03-22,Same Day,582
7418,2018-05-25,2018-01-06,Standard Class,56
7424,2018-03-10,2018-08-10,Second Class,1002
7425,2017-01-02,2017-03-02,First Class,136
7428,2018-05-14,2018-05-18,Standard Class,6
7437,2018-09-11,2018-11-14,Standard Class,7437
7445,2015-03-21,2015-03-25,Standard Class,2184
7446,2018-08-10,2018-10-14,Standard Class,1
7458,2018-04-11,2018-09-11,Standard Class,746
7462,2018-09-25,2018-09-28,First Class,1008
7464,2018-03-24,2018-03-25,Same Day,4393
7470,2017-09-22,2017-09-25,First Class,6
7472,2017-04-22,2017-04-27,Standard Class,309
7474,2016-10-03,2016-10-03,Same Day,260
7478,2015-12-29,2016-02-01,Standard Class,7478
7479,2015-05-12,2015-12-12,Standard Class,1084
7482,2016-12-06,2016-06-16,Standard Class,229
7486,2018-03-07,2018-08-07,Standard Class,49
7491,2018-06-26,2018-02-07,Standard Class,1
7494,2018-11-16,2018-11-20,Standard Class,159
7503,2017-12-31,2018-02-01,First Class,746
7505,2015-12-30,2016-01-01,First Class,274
7508,2016-03-10,2016-09-10,Standard Class,92
7514,2017-05-16,2017-05-23,Standard Class,1081
7515,2018-05-16,2018-05-18,First Class,919
7516,2015-09-22,2015-09-27,Standard Class,0
7520,2015-07-27,2015-07-30,Second Class,178
7521,2015-04-21,2015-04-26,Standard Class,48
7523,2018-12-11,2018-11-14,Second Class,272
7529,2016-05-15,2016-05-22,Standard Class,50
7531,2015-09-26,2015-09-30,Standard Class,46
7532,2017-05-12,2017-07-12,Second Class,55
7533,2017-10-31,2017-04-11,Standard Class,22
7534,2016-12-01,2016-01-18,Standard Class,154
